id,transcription,label
Ses03M_impro04_F012,Look I'm sorry-,0
Ses03M_impro04_M013,Why all these questions?,9
Ses03M_impro04_F013,"You know if you need any help finding a place I can, I can talk to my work you know I work at that law firm downtown and I can ask if they're looking for anybody.",0
Ses03M_impro04_M014,Oh yeah? What kind of jobs they got?,1
Ses03M_impro04_F014,I am...just like a law clerk.,1
Ses03M_impro04_M015,I don't want to be a law clerk.,8
Ses03M_impro04_F015,"Well, I'm moving up. I mean it could be...",1
Ses03M_impro04_M016,"To be a lawyer? You go to law school now? God this is, all these dead ends.",9
Ses03M_impro04_M017,And plus my car is breaking down-,9
Ses03M_impro04_M018,-they're evicting me from my apartment.,9
Ses03M_impro04_F016,"Well it doesn't make any sense though. Like, with a Harvard degree you should be able to--",0
Ses03M_impro04_M019,Yeah. I know. You'd think I would be able to be C.E.O. of a company right?,0
Ses03M_impro04_F017,"Just, you got to hang in there. Can you ask your parents for help or anybody?",0
Ses03M_impro04_M020,"No. I'm not going to...yeah, they'd laugh in my face.",9
Ses03M_impro04_F018,"Just for a little bit, you know? Cause I-I guarantee you're going to find something. When you find something it's just going to be huge and you're going to get money.",0
Ses03M_impro04_M021,No. I got a sixteen hundred on my S.A.T..,9
Ses03M_impro04_F019,Something-- How are you going...?,0
Ses03M_impro04_M022,I'm freaking----typing sixty words a minute.,9
Ses03M_impro04_F020,How many words a minute?,0
Ses03M_impro04_M023,"Sixty words. Sixty words a minute. Hey how are you doing Mr. Smith? Oh, you know, it's just like God, I just want to shoot you Mr. Smith.",9
Ses03M_impro04_F021,Sixty words a minute. That's a min...a word per min uh second.,0
Ses03M_impro04_M024,Yeah. It's alright. But--,1
Ses03M_impro04_F022,You could be an amazing receptionist.,0
Ses03M_impro04_M025,I'm not cut to be a receptionist.,9
Ses03M_impro04_M026,No.,4
Ses03M_impro04_M027,"Oh yeah. I will be a full time receptionist. Harvard degree, sixteen hundred on my S.A.T.--",9
Ses03M_impro04_F023,"Well... If you need something, I mean, you're just going to---can get a temporary thing right now and then look for something--",1
Ses03M_impro04_M028,--you know? Head of the Science Club.,9
Ses03M_impro04_M029,"That's what I've been doing, temporary things",9
Ses03M_impro04_F024,Oh I know. But--,9
Ses03M_impro04_F025,"-it's going to get better I promise you. You just got to hang in there. Everyone, I mean, you know?",1
Ses03M_impro04_M030,Maybe I'll just kill myself.,4
Ses03M_impro04_F026,What? You can't...what? Now come on. Stop it. Don't be talking like that.,6
Ses03M_impro04_M031,I was just joking...,4
Ses03M_impro04_M032,I don't know.,0
Ses03M_impro04_F027,"My, what I would do was just, you know, what about can you call Harvard and see...don't they have connections? Don't they have like career center and you can find some stuff that's going on?",0
Ses03M_impro04_M033,Yeah. I--they said Brian you're too smart. You don't need us.,9
Ses03M_impro04_M034,Go out and take over the world by yourself and I'm like what?,9
Ses03M_impro04_F028,Well obviously it's not working. Just cause you got sixteen hundred on your S.A.T. doesn't guarantee you a job. I mean it should really but--,9
Ses03M_impro04_M035,"I don't know. I don't know. I know I'm just going to have to keep on looking, keep on searching-",9
Ses03M_impro04_M036,"and I'm never going to find anything probably but I'll just keep working hard at it-- Yeah. Okay. Positive, I'm going to do good, find that job.",9
Ses03M_impro04_F029,You got to be positive man. You got to try to just--,1
Ses03M_impro04_F030,But you got to be real about it. You have to...,1
Ses03M_impro04_M037,Yeah. I got eighteen hundred on my S.A.T..,9
Ses03M_impro04_F031,Sixteen hundred.,1
Ses03M_impro04_M038,Same difference.,1
Ses03M_impro04_M039,Twenty-one hundred on my S.A.T..,0
Ses03M_impro04_F032,Twenty-one hundred?,1
Ses03M_impro04_M040,But I'm doomed. Yeah I got so good I was over twenty one hundred. Now what am I doing?,9
Ses03M_impro04_M041,"Like, wow you're really smart we're going to give you an extra [GARBAGE].",2
Ses03F_impro04_F000,"I don't know, Brian, if they uh--it's been three years.",9
Ses03F_impro04_M000,"Hey, you just got to keep on going.",1
Ses03F_impro04_F001,"No, I don't know, I--maybe this isn't for me. You know, maybe this isn't the right business for me.",9
Ses03F_impro04_M001,"No, don't think like that.",1
Ses03F_impro04_F002,"I just, I see all these other people getting commercials and work and it's like I'm not getting anything.",4
Ses03F_impro04_F003,I have no money behind me. Nothing. I'm twenty five and--,9
Ses03F_impro04_M002,Russel Crowe wasn't forty until he got his big stuff.,1
Ses03F_impro04_M003,"If you really want to do it-I mean,",1
Ses03F_impro04_F004,So I'll have to wait twenty five years-,9
Ses03F_impro04_M004,you got to do.,1
Ses03F_impro04_F005,"-just going and auditioning and auditioning and rejection after refection, it's like--",9
Ses03F_impro04_M005,You could. You could. We just--,1
Ses03F_impro04_M006,we're just pooling our funds together.,1
Ses03F_impro04_F006,"I know, I just don't know if I can handle it. I mean, you're helping me so much financially it's like I can't survive on my own without you. I don't like that.",9
Ses03F_impro04_M007,You don't owe me anything.,1
Ses03F_impro04_F007,I feel like I'm not doing anything. Like I'm not giving anything into this world.,9
Ses03F_impro04_M008,"You are, you're going to class, you're learning, you're getting better. When you finally get that role you're going to be prepared.",1
Ses03F_impro04_F008,"Yeah, but what if I never make it? What if I studied all my life, this theatre, this acting, and I'm never going to get anywhere. I'm never going to be able to have a job.",9
Ses03F_impro04_M009,"Oh my God, Anna, you're still young. Don't even think about that.",1
Ses03F_impro04_F009,Time is passing by. Every year it's,9
Ses03F_impro04_F010,a part left than I can do.,9
Ses03F_impro04_M010,"You're only twenty five, okay? Some people don't start until they're thirty five.",1
Ses03F_impro04_F011,Really?,6
Ses03F_impro04_M011,Yeah.,1
Ses03F_impro04_F012,"I don't know, I just [BREATHING] I get frustrated",9
Ses03F_impro04_M012,What would you do- What would you do if you didn't? You can go to law school.,1
Ses03F_impro04_F013,That's the thing. I don't know. I don't know anything.,9
Ses03F_impro04_F014,Law school? Maybe.,9
Ses03F_impro04_F015,"I don't know. I don't know anything other than this, though, is the problem. This is my life. This is what I built everything about, you know.",0
Ses03F_impro04_M013,See? So you can't just quit now.,1
Ses03F_impro04_F016,"I mean, I could go to law school, but I'm just not passionate about it, you know? Like I'm not--it doesn't drive me, it doesn't motivate me. I--",0
Ses03F_impro04_M014,Have you been going to auditions and stuff?,1
Ses03F_impro04_F017,"Yeah. I mean, I get a call-back and stuff, but-",9
Ses03F_impro04_F018,"I just, I need a break. I need something to break me out.",9
Ses03F_impro04_M015,How's the job? Still waiting tables at Denny's?,1
Ses03F_impro04_F019,Yeah. Unfortunately.,0
Ses03F_impro04_F020,"Yeah, so I go to--get an education for four years and I'm waiting tables at Denny's.",0
Ses03F_impro04_M016,"Well, they tip well.",1
Ses03F_impro04_F021,[BREATHING] Brian-,9
Ses03F_impro04_F022,it's not funny. I just don't know what I'm going to do.,4
Ses03F_impro04_M017,Maybe you could start teaching. I don't know.,1
Ses03F_impro04_F023,"Yeah, I guess I could.",4
Ses03F_impro04_M018,"Go back to school. You know? Another three more years, get your master's.",1
Ses03F_impro04_F024,Yeah,4
Ses03F_impro04_M019,"Close to thirty. Oof, it's going to be tough.",1
Ses03F_impro04_F025,Thanks.,0
Ses03F_impro04_M020,[LAUGHTER],0
Ses03F_impro04_F026,[BREATHING],9
Ses03M_impro01_M000,"Hey listen here missy, I've been in this line for an hour and now I'm finally here. So you're going to take my application.",9
Ses03M_impro01_F000,Is that a demand sir?,1
Ses03M_impro01_M001,It's not a demand it's a request. Will you just take it? Come on.,9
Ses03M_impro01_F001,I must see it before I just take it.,0
Ses03M_impro01_M002,Oh. Look at it.,0
Ses03M_impro01_F002,"Sir, you completely filled this out wrong.",9
Ses03M_impro01_F003,No. You filled out the back part. You were supposed to fill out the front portion only.,1
Ses03M_impro01_M003,What?,0
Ses03M_impro01_M004,What are you talking about? It says fill out that part.,3
Ses03M_impro01_F004,"No, no, no, no, no. You're going to have to go back over on the other side-- --second door, up the stairs...",9
Ses03M_impro01_M005,Okay.,9
Ses03M_impro01_M006,Oh my God. Can you just transfer it yourself?,9
Ses03M_impro01_F005,No I can't just transfer it myself sir. You got to do this. Everyone else is doing the same thing.,9
Ses03M_impro01_M007,You don't know! you can't write? You don't know how to write?,9
Ses03M_impro01_F006,Excuse me sir?,9
Ses03M_impro01_M008,What's wrong with you people? God.,9
Ses03M_impro01_F007,I think you're being a little condescending.,9
Ses03M_impro01_F008,You need to go back over there and fill it out again.,9
Ses03M_impro01_M009,The information is on there. Here I'll just fill it out right here.,9
Ses03M_impro01_F009,"No, no, no, because there are other people in line. You have to go get a complete new application.",9
Ses03M_impro01_M010,"This will take like a minute, okay? Jesus.",9
Ses03M_impro01_F010,"No, no, no. Sir,you need to get out of the line--",0
Ses03M_impro01_M011,I'm not going anywhere. I'm staying right here.,3
Ses03M_impro01_F011,"Well I'm going to have to call- security because sir, you- there are hundreds of people waiting in line at this D.M.V.-- --We're closing in about half an hour...",0
Ses03M_impro01_M012,"Hey,uh-- Well that's too bad cause I'm getting my license right now.",3
Ses03M_impro01_F012,"You will get your license, sir, you have to go fill out-- --another copy...excuse me?",9
Ses03M_impro01_M013,Give me my--,9
Ses03M_impro01_M014,"Hey, no, give me that back.",3
Ses03M_impro01_F013,No. Now I'm going to take this from you because you are obviously misleading,0
Ses03M_impro01_M015,-- No. I'm not waiting...I'm not coming back again. I don't have time to come back five days.,3
Ses03M_impro01_F014,No. You couldn't go get another one.,0
Ses03M_impro01_F015,Well then you won't have a license will you?,0
Ses03M_impro01_M016,I'll have a license.,9
Ses03M_impro01_F016,Well not from this department you won't.,9
Ses03M_impro01_M017,Yes I will. I'll have this [GARBAGE],3
Ses03M_impro01_F017,Sir-,9
Ses03M_impro01_M018,just as I want. Ugh.,9
Ses03M_impro01_F018,Sir? I'm going to ask you one more time and then I'm going to call my supervisor,9
Ses03M_impro01_F019,who will proceed to call-- security if you can't remove yourself--,9
Ses03M_impro01_M019,Fine. Call your supervisor. Ask supervisor over,3
Ses03M_impro01_M020,and I'll tell her how you've been behaving.,9
Ses03M_impro01_F020,Really?,9
Ses03M_impro01_M021,How would you like that hmm?,9
Ses03M_impro01_F021,"She's not actually in the building. She's only on the phone. Sir, please leave this line immediately.",9
Ses03M_impro01_M022,"Oh, okay. Wow.",9
Ses03M_impro01_M023,No. I'm not going anywhere. I'm staying here-- I am filling out right now okay just calm down. I'm filling out right now-- Just take the god damn piece of paper.,3
Ses03M_impro01_F022,Okay. I'm going to call security. Security!,3
Ses03M_impro01_F023,"I have it. I'm taking it. Doesn't mean I'm going to do anything with it.--Get out of my line! This is my line. Get out. All these people--Sir, you are causing a mob in this department.",0
Ses03M_impro01_M024,Okey This is a new one. Take the new one.,0
Ses03M_impro01_M025,Do you own the D.M.V.?,0
Ses03M_impro01_M026,I'm sorry she's--these people they just want to get their license--,9
Ses03M_impro01_F024,"No, You cannot get your license. You filled out the wrong part of the form.",9
Ses03M_impro01_M027,What are you talking about? Just transfer it over. I filled out the new one.,0
Ses03M_impro01_F025,"This entire time you're fighting with me sir, you could've finished the form and already been half way-- No. Get out.",3
Ses03M_impro01_M028,I did finish one. Take it.,3
Ses03M_impro01_M029,What is wrong with you?,3
Ses03F_script01_2_F000,Why did you invite her here?,3
Ses03F_script01_2_M000,Why? Does that bother you?,0
Ses03F_script01_2_F001,She's been in New York for three-and-a-half years. She don't just suddenly come and-,3
Ses03F_script01_2_M001,"Well, maybe, maybe he just wanted to see her.",1
Ses03F_script01_2_F002,You don't travel seven hundred miles just to see.,3
Ses03F_script01_2_M002,"What do you mean? They lived next door to each other their entire lives. Why shouldn't he want to see her? Hey, don't look at me like that. I don't know anymore than you do.",0
Ses03F_script01_2_F003,He's not going to marry her.,0
Ses03F_script01_2_M003,How do you know he's even thinking about it?,1
Ses03F_script01_2_F004,It's got that about it.,3
Ses03F_script01_2_M004,"Well, so what?",1
Ses03F_script01_2_F005,"What's going on here, Joe?",0
Ses03F_script01_2_M005,"Listen, kid-",9
Ses03F_script01_2_F006,She's not Larry's girl. She knows that.,3
Ses03F_script01_2_M006,You can't read her mind.,1
Ses03F_script01_2_F007,Then why is she married? Then why isn't she married? She's been in New York and there's hundreds of single men there.,0
Ses03F_script01_2_F008,"I'm sure hundreds of them asked her and told her that she's foolish, but no.",0
Ses03F_script01_2_F009,She's waited.,0
Ses03F_script01_2_M007,How do you know why she's waited?,1
Ses03F_script01_2_F010,"Because she thinks like me, that's why.",0
Ses03F_script01_2_F011,"She's faithful as a rock, don't you know. In my worst moments I can think of her-",4
Ses03F_script01_2_F012,"I think again, that I'm-I'm right.",0
Ses03F_script01_2_M008,"Look, it's a nice day. What are we arguing for?",1
Ses03F_script01_2_F013,"Nobody in my house better ever dare-dare to challenge her faith. Maybe strangers, but not his father, not his brother.",3
Ses03F_script01_2_M009,Calm yourself.,1
Ses03F_script01_2_F014,Because he's not coming back. Then what do I got to live for? I'll kill myself.,0
Ses03F_script01_2_M010,Calm yourself.,9
Ses03F_script01_2_F015,"Don't, don't laugh at me, don't laugh at me.",3
Ses03F_script01_2_F016,"Look at it. Because why, when she came here and she slept in his room, the memorial broke into pieces. Look at it, look at it, Joe.",3
Ses03F_script01_2_M011,All right. All right. Calm yourself.,3
Ses03F_script01_2_F017,"You got to believe, believe with me because I can't stand all alone.",0
Ses03F_script01_2_M012,Okay. Just calm yourself.,9
Ses03F_script01_2_F018,"No, you've got to believe.",4
Ses03F_script01_2_F019,"Believe, Joe. You above all people have got to believe.",0
Ses03F_script01_2_M013,"Why me, above all?",3
Ses03F_script01_2_M014,Huh?,3
Ses03F_script01_2_M015,Why me above all?,3
Ses03F_script01_2_F020,You got to keep believing.,4
Ses03F_script01_2_M016,"Look at you, you're shaking.",3
Ses03F_script01_2_F021,I can't help it.,4
Ses03F_script01_2_M017,What have I got to hide?,3
Ses03F_script01_2_M018,"Huh? What the hell's the matter with you, Kate?",3
Ses03F_impro07_M000,"Hey, Isabella.",1
Ses03F_impro07_F000,"Hey, how's it going, Joe?",0
Ses03F_impro07_M001,I'm all right.,1
Ses03F_impro07_F001,"Uh-, So I got some good news.",2
Ses03F_impro07_M002,Yeah?,0
Ses03F_impro07_F002,Yep.,0
Ses03F_impro07_M003,You're not pregnant or anything.,1
Ses03F_impro07_F003,Pregnant? What are you talking about? No.,6
Ses03F_impro07_M004,"I know you've been trying to have a baby, right?",1
Ses03F_impro07_F004,I have some better news than that.,2
Ses03F_impro07_M005,"Oh, really?",0
Ses03F_impro07_F005,"Yes, What would you want more than anything in this world?",2
Ses03F_impro07_M006,A chocolate cake?,0
Ses03F_impro07_F006,How about maybe for me to possibly stay in L.A.?,0
Ses03F_impro07_M007,"Oh, wow. You got in?",0
Ses03F_impro07_M008,Which one?,5
Ses03F_impro07_F007,"I got--U.S.C.. I got- Yeah, I got the acceptance letter.",5
Ses03F_impro07_M009,oh really?,6
Ses03F_impro07_M010,You got in? Wow.,0
Ses03F_impro07_F008,"Yes, me, I got in. Thank you very much.",5
Ses03F_impro07_M011,Good for you.,5
Ses03F_impro07_F009,"Yeah, I know, my mom called me. I was with my girlfriend in Boston, and uh- she got the letter and she called me, she said I don't know, do you want me to open it? And I was like yes, open it. And she opened it and she goes oh, I'm sorry, Nat.",5
Ses03F_impro07_F010,"And I was like what? She's like, you know, you didn't get in. Totally plays it off. Like I didn't get in. And I'm like, I start almost crying.",0
Ses03F_impro07_F011,"And my mom was like Natalie, Natalie, it's [GARBAGE], you know-",5
Ses03F_impro07_M012,oh yeah.,1
Ses03F_impro07_F012,"and so, I mean, I got in.",2
Ses03F_impro07_M013,"Oh, Jesus. That is so amazing.",5
Ses03F_impro07_F013,So now I can stay here and now we can party. I know.,2
Ses03F_impro07_M014,Party. You want to get drunk tonight?,5
Ses03F_impro07_F014,"Yeah, why not.",5
Ses03F_impro07_M015,"Yeah, we're going to celebrate.",5
Ses03F_impro07_F015,"We're not twenty one yet, but whatever.",1
Ses03F_impro07_M016,"Yeah, I'm only eighteen so it's--go get drunk.",0
Ses03F_impro07_F016,"[LAUGHTER]. I'm so excited, Joe. Oh, man, I-- And I got in--I got into the school of theatre, so it's like-",5
Ses03F_impro07_M017,Shit. That's-,6
Ses03F_impro07_M018,"Oh, my God. That's--I heard it's top five-- --in the Grauman scale or something.",6
Ses03F_impro07_F017,Yeah. It's really cool.,2
Ses03F_impro07_F018,Yeah.,0
Ses03F_impro07_F019,Top five in the nation.,2
Ses03F_impro07_M019,Who-whooooo. Miss Acti- Acting Pants.,5
Ses03F_impro07_F020,"Acting Pants? So what are you going to do? Are you--you're be--you're going to stay here, right?",5
Ses03F_impro07_M020,Acti- acting pants.,0
Ses03F_impro07_M021,I got into film school at the Art Academy.,1
Ses03F_impro07_F021,Awesome. We're both going to be in L.A.,5
Ses03F_impro07_M022,So I'm going to be--yeah. I'm going to make films; you're going to be in them.,5
Ses03F_impro07_F022,"I'm so excited. Yeah, I thought I was going to go to Boston, but then--",5
Ses03F_impro07_M023,Fuck Boston.,1
Ses03F_impro07_F023,"Oh man, I'm so excited. So much to do.",2
Ses03F_impro07_M024,Boston smells bad. L.A. is so much cooler.,0
Ses03F_impro07_F024,"There's so much culture here, you know? It's just like-- --all great restaurants and-",0
Ses03F_impro07_F025,I'm just so excited to start my life.,2
Ses03F_impro07_M025,We should uh- go to Little Ethiopia.,1
Ses03F_impro07_F026,"Oh, and you sit down and you have the sponge bread-- --and eat the--drink the beer. Ugh, I love that stuff. I'm so excited.",5
Ses03F_impro07_F027,Are you going to come stay in my dorm with me sometime?,5
Ses03F_impro07_M026,"Hell, yeah. Pass out.",5
Ses03F_impro07_F028,Yeah. I'll get like one of those little--,5
Ses03F_impro07_F029,Yeah. Those little-- --mattresses. I'll put it by my bed.,5
Ses03F_impro07_M027,-drunk.,5
Ses03F_impro07_M028,"No, I'll sleep in your bed. Cuddle up.",5
Ses03F_impro07_F030,"Oh, I don't think so. Hmm-mm. No.",0
Ses03F_impro07_M029,Uh-oh.,5
Ses03F_impro07_F031,That's going to--that'll be reserved for somebody else.,1
Ses03F_impro07_M030,"Oh, hey. Freshman slut. That's you gona need.",0
Ses03F_impro07_F032,[LAUGHTER] Hello? I am not.,2
Ses03F_impro07_M031,"That's what you got to be though, freshman year.",0
Ses03F_impro07_F033,"No, I don't. I'm not like that.",0
Ses03F_impro07_M032,Yeah.,5
Ses03F_impro07_M033,"Well, get used to it.",1
Ses03F_impro07_F034,"[LAUGHTER]. No, you'd get used to it.",2
Ses03F_impro07_M034,"Hey, I'm already getting used to it.",2
Ses03F_impro07_F035,"[LAUGHTER]. Oh, Joe, I'm so happy.",2
Ses03F_impro07_M035,"Me too, Isabella.",2
Ses03M_impro03_M000,Hey.,5
Ses03M_impro03_F000,Hey.,0
Ses03M_impro03_M001,"Esmeralda, guess what?",5
Ses03M_impro03_F001,What?,5
Ses03M_impro03_M002,[LAUGHTER] Guess who just got hitched?,5
Ses03M_impro03_F002,Shut up. Oh my God. Really? Just like that? You just asked the question and what...how did you ask?,6
Ses03M_impro03_M003,This guy. Yeah. Can you believe it? She said yes too. Yeah. She said yes.,5
Ses03M_impro03_M004,Okay we were at Chuck E. Cheese.,5
Ses03M_impro03_F003,"Chuck E. Cheese? Ah, man that is so lame.",5
Ses03M_impro03_F004,Are you serious [GARBAGE] man?,5
Ses03M_impro03_M005,Get the big pizza--and I put it in the pizza and she ate so [GARBAGE],0
Ses03M_impro03_F005,Oh like that one movie. What's that one movie I just saw? No. Where she like swallows the...,5
Ses03M_impro03_M006,American Pie? Ah.,0
Ses03M_impro03_F006,"oh, I don't remember. Everybody Says I Love You with Drew Barrymore...no you haven't seen it? Okay.",5
Ses03M_impro03_M007,"Yeah. It sounds like a chick flick. Anyways so, she gets the ring and she goes,",0
Ses03M_impro03_F007,Yeah. Well...,0
Ses03M_impro03_M008,"Barry what's this? And I go, I don't know. She goes--",0
Ses03M_impro03_F008,She calls you Barry?,0
Ses03M_impro03_M009,That's my name.,0
Ses03M_impro03_F009,"Oh, okay. Well I call you Joe cause you're middle name Joseph.",0
Ses03M_impro03_M010,"Barry Joe, B.J. [LAUGHTER] Oh you dirty, dirty girl. you're so dirty.",0
Ses03M_impro03_F010,[LAUGHTER] So nasty. No you... dirty me?,5
Ses03M_impro03_F011,Okay.,0
Ses03M_impro03_M011,"Ah...Anyways, so she took the ring and she goes, is this real? So I was like, of course--",5
Ses03M_impro03_M012,Sara and I--,2
Ses03M_impro03_F012,She actually asked if it was real? I would've probably asked the same thing considering you were in Chuck E. Cheese.,2
Ses03M_impro03_M013,Come on. It was her birthday.,5
Ses03M_impro03_F013,Because of Chuck E. Cheese?,0
Ses03M_impro03_F014,"Oh, man. How old are you? Five?",0
Ses03M_impro03_M014,She wanted...she always wants something spontaneous.,2
Ses03M_impro03_F015,"Yeah. That's, you know, okay.",1
Ses03M_impro03_M015,"I couldn't, I couldn't afford the Red Lobster. [LAUGHTER] What anyway?",2
Ses03M_impro03_F016,"Oh god! You are damn cheap, cheap, cheap. Anyways, moving on. It's not like you're poor. I mean your dad makes... okey",2
Ses03M_impro03_M016,So Okay then and.,2
Ses03M_impro03_M017,"I got all the character animals to do a conga line,",2
Ses03M_impro03_M018,"dim down the lights and uh, I got on one of the tables pulled her up.",2
Ses03M_impro03_F017,You had the mouse?,2
Ses03M_impro03_F018,Isn't it a rat? It's a rat. Chuck E. Cheese?,1
Ses03M_impro03_M019,Yeah.,2
Ses03M_impro03_M020,"Chucky...I don't know. I don't know. Anyways, I pull her up and I go, I go Sarah",2
Ses03M_impro03_F019,Okay. [LAUGHTER],0
Ses03M_impro03_M021,"You're my guiding light, then they put on that song the I've had the time of my life, that song.",2
Ses03M_impro03_F020,Oh my God.,0
Ses03M_impro03_F021,"Okay, that is really cheesy Joe.",2
Ses03M_impro03_M022,"And I go, I want to spend the rest of my life with you.",0
Ses03M_impro03_F022,Oh that's kind of sweet.,2
Ses03M_impro03_M023,And I love you baby. And I want you to marry me.,0
Ses03M_impro03_F023,"Wait, wait, wait I want you to marry me? No, shouldn't you like be more like a question like, would you marry me? Not like I want you to marry me. It's like a demand.",5
Ses03M_impro03_F024,"You marry me. I man I Jane, you Tarzan.",5
Ses03M_impro03_M024,"No. Well that's what I said, spur of the moment--and she goes, she goes,",0
Ses03M_impro03_M025,sure. And that was it.,0
Ses03M_impro03_F025,She said sure?,2
Ses03M_impro03_F026,Sure? Who says sure? You say yes...I don't like--,2
Ses03M_impro03_M026,"Yeah, she goes--",0
Ses03M_impro03_M027,Cause she was a little confused at first but then she said yes.,0
Ses03M_impro03_F027,How long have you guys been going out?,2
Ses03M_impro03_M028,About two and a half weeks.,1
Ses03M_impro03_F028,What?,6
Ses03M_impro03_M029,Two and ... We love each other. Yeah.,2
Ses03M_impro03_F029,What?,6
Ses03M_impro03_F030,Okay. I haven't seen you in about two and a half years and I come back and you're getting engaged to somebody you only knew for,6
Ses03M_impro03_M030,"You got to meet her, she's wonderful.",2
Ses03M_impro03_F031,"No, no, no. You don't get married in two and a half weeks. It doesn't work that way. You don't even have sex----in two and a half weeks.",0
Ses03M_impro03_M031,She just graduated from high school and----she's planning to apply for colleges----and stuff.She's so great. She has so much life and energy and stuff.,2
Ses03M_impro03_F032,What? Oh my god.,0
Ses03M_impro03_F033,She must be hot.,2
Ses03M_impro03_F034,"Yeah, that's it. She's hot and you are- getting married.",0
Ses03M_impro03_M032,"Yeah, she is good-looking.",2
Ses03M_impro03_F035,I cannot believe you. Why do you want to get married? You're a boy. You're a little boy.,0
Ses03M_impro03_M033,I'm twenty eight years old.,1
Ses03M_impro03_F036,You still act like a boy. And men take a lot longer to grow----I will tell you.,1
Ses03M_impro03_M034,Well that's why I'm dating someone who's just eighteen years old. Jesus. I think she's ready to have kids already.,0
Ses03M_impro03_F037,Oh man.,0
Ses03M_impro03_F038,What? Eighteen?,0
Ses03M_impro03_M035,I'm so excited. It's going to be great.,5
Ses03M_impro03_F039,I can't believe you. I can't believe it. Well I'm going to be there. I'll be at that wedding but I'll be in the back.,0
Ses03M_impro03_M036,She just...she just...we're in a good position too. She just got promoted to assistant manager at Jack In The Box,0
Ses03M_impro03_M037,-and so... yeah.,0
Ses03M_impro03_F040,Wow. Very promising. Yeah. Very promising future and what are you doing?,0
Ses03M_impro03_M038,I'm still working at my parents' restaurant. Busing tables.,1
Ses03M_impro03_F041,Alright. Yeah. Have a kid. Make a beautiful life.,0
Ses03M_impro03_M039,Oh that's great. My mom said we can move in with her again if we run out of money.,2
Ses03M_impro03_F042,"You, You are too much, I can't handle it.",0
Ses03M_impro03_M040,I'm so happy.,0
Ses03F_impro03_M000,"Oh, my God, look at that. Huh-oh, how many carats is that?",5
Ses03F_impro03_F000,"I know. [LAUGHTER]. Dude, I don't know. It's- Probably. It's huge. I don't even know how to like wear it. My hand is like going down like really low. I can't believe it.",0
Ses03F_impro03_M001,Like eighteen? [LAUGHTER],5
Ses03F_impro03_M002,"Oh, Jesus.",5
Ses03F_impro03_M003,Is it-,0
Ses03F_impro03_F001,"I- Yeah, it's-",0
Ses03F_impro03_M004,So how did he do it?,0
Ses03F_impro03_F002,"Oh, man. So I was--okay, so we went to go see this show on Broadway, right? And it was The wed- the wed- The Lousy Chaperone. Have you seen that one?",0
Ses03F_impro03_M005,yeah [LAUGHTER],5
Ses03F_impro03_M006,"Yeah, The Lousy Chaperone. [LAUGHTER] Uh huh.",5
Ses03F_impro03_F003,"Right. Right. Right. So, and there's like a whole like wedding scene in it. All right, not the--Drowsy, Drowsy [LAUGHTER] --not the Lousy. [LAUGHTER]. Um - So Drowsy. So I go to see this Drowsy Chaperone. And uh-",0
Ses03F_impro03_M007,[LAUGHTER] Uh- Drowsy.,5
Ses03F_impro03_F004,"at the end of the performance, you know, like we're all clapping and stuff. And all of a sudden I look over and",5
Ses03F_impro03_F005,"Joe's gone. -where did he go, you know?",5
Ses03F_impro03_M008,Uh huh. Oh-,0
Ses03F_impro03_F006,"And I'm like oh, he went to the- -the bathroom, but he didn't tell me, I didn't even notice him leaving. And all of a sudden, I swear to God, I'm sitting there and-",5
Ses03F_impro03_F007,he comes up onstage-- And the entire cast everyone just like,5
Ses03F_impro03_M009,oh-,6
Ses03F_impro03_F008,goes up there and everyone's clapping and he's standing there and they put a spotlight on him.,5
Ses03F_impro03_M010,"Oh, my God.",5
Ses03F_impro03_F009,"And I'm like freaking out. I'm like what the hell's going on, you know. I don't know what's going on. And so he's like standing there and then all of a sudden they give him a microphone-",5
Ses03F_impro03_F010,and he just starts doing like this little spiel about me and like,0
Ses03F_impro03_F011,"he asked me to marry him, like- onstage. I was like, I couldn't believe--and I had to walk up there and I was, like I think I tripped or something.",5
Ses03F_impro03_M011,Are you kidding me?,0
Ses03F_impro03_M012,"Wha- What'd you say? You said yes, right? [LAUGHTER]",0
Ses03F_impro03_F012,"Yeah, I said yes, but I, yeah, I mean,",5
Ses03F_impro03_F013,"I don't know- it just like took me, took me by surprise.",5
Ses03F_impro03_F014,He scored points.,2
Ses03F_impro03_M013,Did you get a standing ovation?,0
Ses03F_impro03_F015,"Oh, yeah. Everyone--yeah. And people--friends of ours were in the audience, I didn't know about, like family members.",2
Ses03F_impro03_F016,Yeah. It was great.,5
Ses03F_impro03_M014,Are you serious?,0
Ses03F_impro03_F017,"It was--I cried,",5
Ses03F_impro03_M015,"No, you deserve to cry. I mean, tears of happiness.",2
Ses03F_impro03_F018,"like a loser, I cried.",2
Ses03F_impro03_F019,"But, I don't know, I--it's so weird to think I'm marrying somebody 'cause I feel so young, you know?",2
Ses03F_impro03_M016,So where- where- where is this--have you talked about where it's going to be?,0
Ses03F_impro03_F020,No. No plans. or any- and probably,2
Ses03F_impro03_F021,"like I think I want to get married--I want to have two weddings. One here, then one in Europe.",2
Ses03F_impro03_M017,Hawaii? No.,0
Ses03F_impro03_F022,No. Hawaii's for honeymoons. But uh--,0
Ses03F_impro03_M018,Oh. Like Paris? On the Eiffel Tower?,0
